Text,labels
政府疫情防控,2
公司产品销量暂未达预期,2
收到政府补助,2
国家适度超前开展基础设施投资政策,2
短期内汽车产销出现较大波动,2
精细内部核算,2
大宗原料、能源价格持续上涨,2
公司主要银行账户仍处于司法冻结状态,2
疫情等不利影响,2
下游开工率也受到较大承压,2
采购有一定原料储备,2
海运费“暴涨”,2
国际国内疫情反复,2
行业产销进入下行周期,2
产品成本上升,2
铝锭、端子、塑壳、热保护器、能源等原辅料成本与上年同期有较大幅度增长,2
狠抓煤质管理,2
营业收入稳中有增,2
原材料、天然气、煤炭等价格普遍上涨,2
全资子公司重庆双象超纤材料有限公司处于试生产阶段,2
美涉疆法案“维吾尔强迫劳动预防法”生效,2
外部环境以及公司发展阶段中所经历的阶段性业绩波动,2
铁路产品市场需求持续改善,2
新并购公司收入在报告期体现,2
新增产能逐步达产,2
产能利用率和运营效率的持续提升,2
公司燃煤价格居高不下,2
主要原材料价格的上涨,2
公司主要产品的市场需求减少,2
国内生猪价格整体仍处于低位,2
降低了生产成本,2
非经常性损益项目对利润总额的影响主要有：公司所投资标的产生的公允价值变动,2
小核酸业务和新冠药物中间体业务推进顺利,2
国内渠道业务取得快速增长,2
广告市场需求疲软,2
物流效率降低,2
含氟冷却液（氟化液）顺利通过行业知名客户认证,2
勤俭办企,2
增强发展后劲,2
业务拓展,2
营业收入的强劲增长,2
公司主营产品连杆及其他工业产品销售下滑,2
资产减值损失,2
产品品质达到用户要求,2
以正极材料为代表的原材料价格大幅上涨,2
碳酸二甲酯增产提质系列技改项目,2
公司各项费用较去年同期增长,2
国内外居民消费需求大幅下降,2
优化营销渠道,2
人民币汇率变动,2
员工股权激励成本进行摊销,2
润滑油业务物流受阻,2
大尺寸产品占比提升,2
国际石油贸易路线发生了改变,2
有利市场行情,2
提升经营管理效率,2
内容供给不足,2
客户需求量增加,2
PET夹芯复合材料下游客户生产计划延迟,2
全球新冠疫情反复,2
处置新疆中通客车有限公司股权,2
技术引领价值凸显,2
风电整机中标价格大幅下降,2
新能源汽车、风电、绿色家电等领域发展势头向好,2
对公司生产经营活动造成不利影响,2
泛半导体材料业务持续发力,2
跨地区物流受限,2
公司加大研发投入,2
管理层离职,2
部分融资涉诉,2
贸易板块趋利避害求发展,2
国内大宗化工原料价格上涨,2
主要客源地上海及周边疫情外溢冲击,2
优质产能进一步释放,2
公司冲压零部件业务成本上升,2
盈利能力较同期有所提高,2
推行全面预算管理,2
上海市新冠疫情封控政策,2
欧元汇率的大幅贬值,2
原材料价格的持续下降,2
公司优化生产工艺,2
广告主缩减广告投入,2
营业收入较上年同期增加,2
交通及物流受阻,2
盈利趋于上升,2
工业品原材料供应短缺,2
公司主要产品销售价格较上年同期大幅上涨,2
公司海外订单量增加,2
公司加大市场开拓力度,2
公司落实外拓市场,2
终端销量和毛利率提升,2
国际政治局势动荡,2
降本提效,2
超市业态也受极大冲击,2
公司出口订单减少,2
公司部分原材料供应不畅,2
整个锅炉行业竞争激烈,2
积极落实煤炭增产保供,2
公司航空、能源装备等下游市场客户订单充足,2
高纯碳酸钡、碳酸锶、高纯碳酸锶销售量上涨,2
公司煤炭售价同比上涨,2
单位成本里固定成本和人工费用明显上涨,2
国内疫情反复,2
股权激励股份支付,2
合同资产同比增长,2
光缆销售价格同比上涨,2
公司持续加大研发投入,2
长期股权投资在合并层面按公允价值重新计量,2
销售收入增长,2
煤炭价格大幅上涨,2
新能源光伏业务板块：（1）210产品先进产能加速提升,2
优化公司资产结构,2
公司产品销量增长,2
美金兑人民币汇率的波动，公司也积极做出了应对策略,2
下游需求收缩,2
较高的固定资产折旧、摊销,2
生产线在报告期内停工改造,2
公司形成了较强的抗风险能力,2
设备交付能力增强,2
鼓励采购国产设备等相关政策,2
交易电价政策调整,2
公司的LNG贸易业务盈利空间相应出现下降,2
国家政策驱动,2
公司产品主要原材料价格上涨,2
创新合作落地尚处于攻坚阶段，加之受新冠疫情,2
发挥核心竞争优势,2
公司大规模智能化制造,2
订单减少,2
招聘高素质人才,2
产供销协同效率的不断提升,2
稳健经营,2
公司加大市场政策支持力度,2
长三角地区的汽车零部件供应链体系受到不利影响,2
人员流动的相对减少,2
产销规模增长,2
提高生产效率和产品一次性收率,2
公司环保业务竣工验收推迟,2
公司对所属矿井调整安全费用提取标准,2
提升管理效率和运营效益,2
新设立子公司前期固定成本费用的投入,2
稳价保供,2
整合上下游资源,2
缓解下游客户成本压力,2
新材料行业保持良好发展趋势,2
费用上升,2
能源和化工材料价格上涨,2
深化市场建设,2
钢铁下游行业需求减缓,2
推进精细化管理,2
提升运营效率,2
订单增长,2
大宗材料及芯片等电子元器件价格上涨,2
严格的防疫政策,2
公司加大行业深耕,2
环保限产,2
公司股票交易量放量,2
煤炭价格波动,2
大量已招标项目进入开工期,2
处置固定资产、取得政府补助等非经常性损益金额较大,2
兽药募投项目和热电联产项目的产品相应成本较高,2
电力销售价格不能覆盖电力成本,2
推进产品研发,2
农牧和食品板块持续贯彻质量方针,2
公司包头二期新产能顺利释放,2
深化“四降两提”,2
PET产品销量增长不及预期,2
公司经营业绩受到了重大不利,2
加大产品研发和投放的力度,2
双提升工程的实施,2
上海疫情管控,2
公司订单承接及开工生产等环节均有所延迟,2
海外子公司股权处置收益,2
营业收入同比略降,2
印尼一期100万吨氧化铝项目的达产,2
公司会计政策,2
公司笼位规模翻倍增长,2
提升产品供应能力,2
国内疫情防控形势将逐渐企稳,2
公司作为北京2022年冬奥会和冬残奥会的特许生产商和零售商,2
加强对客户的服务能力,2
新冠疫情复发,2
公司营业收入较去年同期略有增加,2
司法划转,2
换热器效能、电机能效升级,2
加大研发力度,2
公司积极开拓市场,2
大中型客车销量增加,2
原材料价格的上升,2
应收账款账期略有延长,2
折旧费用摊销,2
国内局部地区疫情反复,2
公司销售回款不及预期,2
北京、上海、深圳等多个超大城市疫情反弹,2
缩短应收账款的回款周期,2
内外销均保持增长,2
计入当期损益的政府补助,2
控制低毛利业务的规模,2
新能源汽车行业景气度持续提升,2
银行贷款及中期票据较去年同期增加,2
公司销售的主业板块产品结构有所变化,2
物流受限,2
疫情形势逐步稳定,2
生产成本同比大幅上升,2
供应端市场竞争激烈，订单价格呈下滑趋势,2
市场供求关系,2
拓展新渠道和新市场,2
磁浮相关研发项目、试验线及其配套工程达到预计可使用状态结转至资产,2
Airwork公司终止同奥林巴斯公司合作,2
国防信息化建设与电力调度通信建设项目需求稳定,2
股民诉讼案件和解赔付及预计负债带来相应的费用,2
销售价格较上年同期显著上涨,2
运营商的供货价格有所提升,2
新项目入场前期费用,2
售电价格无法上调,2
生猪养殖成本较去年同期增长,2
公司装备综合服务业务整体稳定发展,2
原材料价格处于高位,2
原材料价格普涨,2
脂肪醇等主要原材料价格上涨,2
设备市场发展,2
新冠疫情态势复杂多变,2
我国疫情管控,2
公司不断提升运营效率,2
俄乌市场受阻,2
上游原材料及配套辅料涨价,2
保持产销量的持续增长,2
新能源行业持续快速发展,2
市场持续开拓,2
新冠疫情持续冲击,2
部分矿井在建工程转固,2
下游纺织企业采购新疆棉更趋谨慎,2
产业一体化比例逐步提高,2
公司与主要客户针对原材料价格上涨,2
提前布局自身产品升级,2
下游客户对锂盐保持强劲需求,2
上游原材料价格大幅上涨,2
营业收入同比大幅度下降,2
集采定价,2
应收账款增加,2
客户产品结构调整,2
氨纶产品毛利润减少,2
优化产品结构,2
优化生产工艺,2
公司在市场开拓、项目交付等方面受到一定影响,2
汇率波动同比增加的汇兑损失,2
公司新签订重大合同,2
公司收入增速大幅放缓,2
公司营收同比增长,2
更多的跨区贸易,2
国内疫情“多地局部爆发”,2
公司主营业务收入平稳增长,2
自动化、智能化解决方案的成功应用,2
公司经销商渠道、供应链业务、校餐、餐饮等终端销售业务都受到不同程度的影响,2
公司成本、费用得到有效的管控,2
对公司的签单、实施、交付验收造成一定困难,2
销售下滑,2
优化“云网融合”产业布局,2
国内经济下行,2
上海进入全面恢复正常生产生活阶段,2
公司基于核心产品进入国家基本药物目录的优势,2
轻松竖版3D手游《完美世界：诸神之战》正式上线,2
国际地缘政治风险加剧,2
生产基地的租金上涨,2
经营管理层和全体员工的共同努力,2
降低经营成本,2
大力拓展新能源市场,2
强化密码在电子政务、新基建、能源、交通、互联网等领域典型应用场景的应用,2
功能性高分子材料(PVC)项目自投产以来，产销稳定,2
公司固定资产规模不断增长,2
公司销售收入增加,2
公司装备类业务出现订单交付延期或项目进度不达预期,2
进口木浆粕运输受阻,2
商用车行业产业链供应链经历了有史以来最为严酷的考验,2
南京市居民阶梯用气量标准调整,2
上海全市实行严格的疫情防控措施,2
公司进一步推进战略目标落地,2
价格波动,2
毛利率有所下降,2
增加防疫物资、信息系统、设备的投入,2
海外因销售结构变化,2
清洁能源转型,2
精致且差异化的产品矩阵,2
业务人员和其他研发投入相应增加,2
化学品业务经营情况得到进一步改善,2
公司产品价格提升幅度低于生产成本上涨幅度,2
新产品研发和技术改造,2
公司进一步加大对研发项目的投入,2
公司加强精细管理,2
长时间疫情封控,2
优化资产结构,2
联合采购办公室取消中选资格,2
高毛利产品增速较快,2
公司各业务板块实现稳健经营,2
前期已单项减值的应收款款项收回,2
“防沉迷”整治提升审核难度,2
公司“胶原+”系列产品的不断深入推广,2
深度挖潜,2
对公司利润起到了主要的支撑作用,2
融资额增加,2
猪价整体仍处于低位,2
循环经济产业优势凸显,2
原材料成本和全球物流成本上涨,2
公司业务的不断拓展与发展,2
人民币兑美元汇率整体上行,2
参股公司经营业绩提升,2
公司进一步加大研发投入,2
聚甲醛、黄磷、饲钙产品价格同比上涨,2
综合管理效益持续提升,2
纤维素醚系列产品深入挖潜,2
两期股权激励成本,2
塑料型材销量同比下降,2
新接入订单的陆续交付,2
公司产品结构的不断丰富,2
极海半导体持续推出更多车规级芯片,2
下游新能源产业的光伏玻璃、碳酸锂应用需求增长,2
公司自身在手合同充足,2
扎实提升核心竞争力,2
加大资产盘活力度,2
规模效益持续释放,2
新能源行业景气度持续提高,2
健身线下培训业务受阻,2
对外投资,2
"转让参股公司TaosData,Inc.部分股权取得1865.71万元投资收益",2
光伏产业通过持续拓展欧洲等多个市场,2
集采落地,2
提高公司盈利能力,2
数据合规服务项目的加速推进,2
产品结构进一步改善,2
公司本期营业收入,2
产能利用充分,2
纳米微球底层制备技术创新优势,2
国内LNG价格持续处于高位运行状态,2
销售规模稳步提升,2
产品的陆续交付,2
原油价格的上涨,2
全球消费电子市场需求持续放缓,2
公司深入开展精细化管理,2
经营形势总体向好,2
市场对稀土永磁材料的需求稳步增长,2
大力推进研发创新,2
锂电池产业链景气度持续提升,2
技术创新拓展下游新应用,2
供应链受阻,2
产销量有所提升,2
对外负债本金减少,2
引进了专业人才,2
公司未有房地产开发类项目集中交付,2
公司主导产品纯碱销价、销量较上年同期均有较大幅度上涨,2
生产要素组合持续优化,2
公司克服了疫情的不利影响,2
公司持续优化调整市场和产品结构,2
提升内部组织能效,2
公司原材料采购价格持续处于较高位,2
新能源汽车需求的持续上涨,2
销售毛利率同比增加,2
旅游行业持续低迷,2
国内、国际玻纤纱市场需求旺盛,2
公司燃料成本居高不下,2
公司产品交付能力提升,2
精准营销,2
经济环境复杂变化,2
无法正常生产,2
原料采购、产品销售、成本等方面进行严格有效管控,2
电极箔产品需求减少,2
公司对通用物料进行了充足的库存储备,2
科学组织生产经营,2
持续优化产品结构,2
市场订单量充足,2
产品市场需求增加,2
公司大客户需求降低,2
公司加强费用管控,2
提高产品的市场占有率,2
公司客户订单需求下降,2
流程重组,2
市场需求增加,2
发行人2021年上半年业绩基数较高,2
公司光缆类产品毛利下降,2
无法入场实施,2
冰鲜业务进一步扩展,2
九华山风景区疫情防控政策收紧,2
公司主要客户（主机厂）停工停产,2
利润率增长,2
拓宽融资渠道,2
联营单位盈利水平提高,2
订单同比有所增长,2
新能源行业的快速发展,2
氯化钾及碳酸锂产品市场价格持续上涨,2
下游碳纤维、集成电路产业快速发展,2
公司营销业务管控模式优化调整,2
石墨化加工产能紧张,2
委托他人投资或管理资产的损益,2
产品盈利能力提升,2
加强集团管控,2
成本控制的有效推动,2
下游市场需求低迷,2
磷矿石价格上涨,2
推行精益化管理,2
抢抓有利市场行情,2
国际原油价格上涨,2
北美新的一轮房屋交付交易高峰的来临,2
人民币贬值使公司汇兑收益有所增加,2
价格调整速度、幅度慢于原辅材料涨幅、涨速,2
公司光纤产品销量增加,2
安全环保生产,2
市场竞争加剧,2
公司对应收账款计提信用减值损失,2
疫情带来的不利影响,2
零售ToC业务占比提升,2
公司产品竞争优势,2
疫情的不断反复,2
推进体制机制创新,2
强化成本管控,2
公司物料搬运设备保有量的持续攀升,2
商品煤销量同比下降,2
预焙阳极产能释放,2
下游市场消费表现较为疲软,2
脂肪醇等主要原材料价格大幅度震荡波动,2
长期被压制的市场需求得到一定程度的释放,2
国内新能源汽车渗透率的大幅提升,2
业务规模稳中快升,2
理财产品年化收益率同比下降,2
已建成的搬迁项目在报告期内逐步稳产达效,2
公司技术优势明显,2
强化供应链管理,2
新的监管标准,2
公司生产成本居高不下,2
产品结构的进一步优化,2
新能源板块延续去年发展态势,2
非洲区域市场业务迎来快速增长,2
拆迁已停产,2
已售商品房本期达到收入确认条件的情形较少,2
集中化、全球化采购,2
玻纤行业景气度的持续提升,2
不断加大研发投入和人才储备力度,2
优化业务整合,2
稀土商品的市场价格较上年同期上涨幅度较大,2
扩大市场布局,2
产销量同比增长明显,2
公司基本面发生正向改变,2
冶炼工艺调整,2
战略转型发展思路,2
公司优化融资结构,2
公司采取的应对措施逐步显现效果,2
优化工艺结构,2
国内大量铸造企业和汽车零部件生产企业开工不足,2
公司加强供应链管理,2
供给紧张,2
国际石油价格上涨,2
公司产品服务的光伏行业市场行情持续向好,2
美元兑人民币汇率的逐步趋稳，公司产能的逐步释放,2
国内疫情呈快速多发态势,2
精致且差异化的产品矩阵助力升级用户体验,2
良好的市场形势,2
原材料价格提升,2
资产减值损失同比减少,2
费用增速低于销售增速,2
强化品牌建设,2
产业链发展战略,2
为稳定收入,2
生产效率提升,2
股份支付费用摊销,2
多样化的品牌推广,2
公司整体营业收入持续稳定增长,2
美国FDA禁令的解除,2
风电行业抢装后阶段性需求滞后,2
公司经营成本较大幅度增长,2
原材料整体价格大幅上涨,2
公司成本控制能力进一步提升,2
公司产销保持增长,2
公司储能业务实现突破,2
提高资金使用效率,2
毛利下降,2
汇兑收益同比增加,2
公司经营状况和盈利能力得到有效改善,2
半导体国产替代加快,2
战略布局产业链一体化,2
保持了二季度的正常生产经营,2
部分工程类项目实施不及预期,2
成本费用因固定成本较大并未同比例减少,2
医药中间体销售量下降,2
产能顺利释放,2
价格同比下降,2
快速转产扩产,2
产销两旺,2
国际成品油运价大幅上涨,2
灵活应对市场,2
公司实施品牌战略升级,2
主营产品销售季度环比量价齐升,2
融资环境,2
价格上涨,2
放开燃煤发电电量上网,2
公司新建产能的释放,2
数字管理,2
毛利率提升,2
芯片短缺,2
降低融资成本,2
降低了工厂的制造费用率,2
公司募投项目投产后装置平稳运行,2
210产品差异化,2
切片成本的降低,2
全资子公司辽宁先达一期、二期产能释放,2
国内面板产能持续增加,2
公司装备类业务出现订单交付延期,2
客户需求放缓,2
国内主要经济区域加快复工复产,2
光罩费等流片投入增加,2
公司紧抓锂电池隔离膜业务的行业发展机遇,2
公司单独进行减值测试,2
科学组织生产,2
量价齐升,2
加大新产品研发力度,2
加强区域营销平台建设,2
公司高端自动化、智能化起重机项目订单高速增长,2
特色工艺+先进制程双路径发展,2
有色金属产品市场价格同比上升,2
终端需求疲弱,2
公司单晶硅业务按计划拓展，已投资的单晶硅业务全面达产,2
大型项目招标推迟,2
公司风机交付规模上升,2
销售、管理及研发费用上升,2
电煤价格同比上涨,2
疫情得到有效控制,2
新能源汽车用铝板带箔产品可广泛应用于汽车动力锂电池部件材料及新能源汽车三电系统中的热交换领域,2
设备销售价格上调仍需一定的缓冲期,2
公司产品HCFC-142b价格同比涨幅较大,2
收缩了大客户的风险订单,2
公司单位产品的制造成本有一定的上升,2
锂资源需求不断攀升,2
深耕内部管理,2
国外市场需求上升,2
推进生物质化工产业发展,2
缺少关键芯片,2
下游产品PVDF需求的增长,2
为应对外部环境挑战,2
实现满产等相关工作,2
提升经济效益,2
劳务成本上涨,2
数字施工业务克服疫情困难,2
国家“双碳”战略实施,2
库存清理,2
公司医药业务销售订单饱满,2
产量释放不及预期,2
订单价格呈下滑趋势,2
规模效应逐渐凸显,2
生活垃圾焚烧发电业务产能进一步释放,2
全球经济持续低迷,2
应收资产转让款,2
非手机板块业务显著增长,2
新冠疫情较为严峻,2
次氯酸钠产销量增长,2
社保民生行业高速发展的趋势,2
与上游供应商紧密合作,2
食品加工、碳纤维、集成电路产业快速发展,2
拓展新业务,2
公司部分主要原材料的价格上涨,2
能源网络和信息网络业务占比持续提升,2
公司氯化钾产品市场价格较上年同期大幅上涨,2
“高速低噪”的高端产品的设计加工能力上具备优势,2
美元汇率持续走高,2
公司积极部署,2
管理效率、执行力有效提升,2
大量在沪工程项目停工,2
公司营收和利润较上年同期均取得大幅增长,2
海外户用逆变器市场需求持续旺盛,2
国内疫情多点爆发,2
销售价格的下滑,2
调整异丙醇胺产品结构及销售区域,2
盐化工市场持续回暖,2
单位成本增长,2
公司售电单价同比增加,2
公司产品供不应求,2
公司收到征收补偿款用于购置常州市南广场花园商业房款,2
加剧了染料行业供大于求的局面,2
销售费用增幅较大,2
加强预算管控,2
北京金汉王云计算数据中心全面进入稳步上架阶段,2
公司闲置茧站拆迁收益,2
主要子公司生产地发生新冠疫情停工停产,2
终端产品销售情况不及预期,2
优化各业务板块经营,2
确保市场总体稳定,2
公司扩产技改项目加快建成投产,2
公司黄石、潼南两大基地运营的协同效应持续向纵深发展,2
新冠检测业务订单继续保持稳定增长,2
地缘政治事件的扰动,2
公司整体融资利率下降,2
全球营销网络在疫情期间发挥突出的竞争优势,2
公司产品销量增加,2
公司部分投资项目2022年6月底股价较年初跌幅较大,2
新基建基础设施的优势,2
复杂的外部经营环境,2
浮法玻璃业务板块主要原燃料价格大幅上涨,2
合理组织生产,2
市场对新型冠状病毒（2019-nCoV)核酸检测试剂盒及核酸检测仪器、相关耗材的需求持续,2
自身市场竞争力不断提升,2
扩大市场战略布局,2
负极材料业务下游市场需求持续旺盛,2
公司承担了部分芯片现货差价,2
推进精益化管理,2
产品销售情况受到较大不利影响,2
加大与地方政府和企业在数据收储和合规流通方面的合作,2
锂盐产品价格持续上涨,2
线下消费场景遭到较大冲击,2
煤炭市场供求关系,2
放映业务与内容板块的营业收入,2
部分化工料和能源价格大幅上涨,2
公司产销同比显著下降,2
长时间的各地疫情封控政策,2
公司营业收入及毛利率均同比下降,2
旅游和商务出行均受到大幅影响,2
公司部分募投项目建成、转固定资产并计提折旧费用,2
特种箱业务板块聚焦重点品类规划,2
金融环境变化,2
工期拉长,2
加大对自主科技产业的培育,2
休闲游及商务差旅消费需求均受到限制,2
草甘膦、酰胺类除草剂、氯碱产品市场需求旺盛,2
公司积极发展CDMO业务,2
协调内外部资源积极应对,2
差旅受限,2
泛行业芯片普遍短缺,2
整体运行稳定,2
公司2022年半年度产品销售收入较上期下降,2
强化技术创新,2
环氧丙烷行业运营艰难,2
公司优化商品结构,2
全球液晶显示面板价格回落,2
成本维持在较为合理区间,2
优异的技术表现,2
公司设计咨询、机电工程系统交付、设备制造三大主要业务快速发展,2
提高公司的精益生产能力,2
提升了产品性价比,2
公司部分国外原材料供应出现一定程度紧缺,2
深化与重要战略客户的合作力度,2
需求端国内外居民消费需求大幅下降,2
公司加大回款力度,2
原材料高位运行,2
公司项目的持续投入,2
公司业务结构调整,2
板带业务同比有较大增长,2
公司建立的稳定的销售渠道,2
公司整体抗波动能力进一步增强,2
无线通信模组及解决方案业务订单充足,2
实现在质量、交期、成本上的竞争优势,2
疫情所带来的交付影响逐渐减弱,2
超硬材料行业景气度持续高企,2
公司使用的主要原材料发生较大幅度地持续上涨,2
全国疫情防控措施全面升级,2
建设速度不及预期,2
增强了下游客户的采购信心,2
为客户提供更多的增值服务,2
国内外物流成本上涨,2
大宗货物贸易,2
优化改造,2
俄乌冲突,2
吨布辅助部门固定费用增加,2
公司有机氟化学品业务主营系列产品受到市场青睐,2
公司产品市场竞争加剧,2
公司关停恩施分公司向政府处置固定资产和无形资产产生的资产处置收益增加,2
新开工订单项目不足,2
会展业务基本停滞,2
公司在售的自营房地产项目较少,2
产销量稳健增长,2
公司依诺肝素钠制剂在全球各区域持续发力,2
湖北锂电工厂的投入,2
主营产品景气度高,2
粮油原材料采购成本持续上涨,2
石墨化自供率水平提升,2
汽油价格一路高涨,0
广告营销市场整体收缩,0
长时间封控,0
嘉联支付2021年对市场渠道、银行合作建设以及商户端补贴的投入,0
油气开采产品下游需求持续复苏,0
合理的减租免租安排,0
下游客户分批次实施采购计划,0
加强供应端各环节的管理,0
施工进度放缓,0
费用支出的前置性,0
“双碳”政策的落实,0
公司内部管理效率不断提升,0
公司的资金量更充裕,0
不断优化经营效率,0
交付受限,0
开工不足,0
旅客吞吐量和起降架次大幅下降,0
主力矿山如期建成投产、达产,0
全球通货膨胀,0
客户对公司动力电池精密结构件需求持续提升,0
重点活动取消,0
存量产品生命力不断激活,0
人员规模增加,0
加大市场开拓力度使订单同比有所增长,0
热电业务煤炭价格上涨,0
提升业务毛利率,0
小麦价格持续上涨,0
在手订单较为充足,0
压缩企业盈利空间,0
公司营业收入同比减少,0
全球动力及储能锂离子电池市场呈现持续较强的增长态势,0
经营规模快速扩大,0
对应毛利无法覆盖研发费用等相关固定支出,0
境外市场开拓取得优异成绩,0
检测设备的检测能力逐步释放,0
推进与战略客户的合作优势,0
生产成本大幅增加,0
公司功能性材料在2022年一季度销售同比增长,0
在手订单积压,0
行业需求有所回落,0
新能源、新材料市场需求增长显著,0
公司所处的新材料行业保持良好发展趋势,0
公司产品毛利率水平得到提升,0
生产成本大幅上涨,0
公司提前布局，建立了稳定的供应链体系,0
公司内销收入减少,0
确认参股企业投资收益增加,0
防疫要求实施静态管理,0
公司餐饮、茶饮渠道不断受到疫情,0
业务盈利能力不足以弥补公司整体的各项费用支出,0
新增产能持续释放,0
新批次的采购有所滞后,0
传统类包装铝箔下游市场需求依旧旺盛,0
加快产品迭代创新,0
公司产业链向下游延伸,0
房地产大环境,0
品种煤洗选能力持续提升,0
产品线扩张,0
射频模组产品市场开拓力度,0
锂离子电池厂商加速产能扩张,0
新能源行业发展趋势持续向好,0
实施主品战略,0
产能快速放量,0
公司产销规模同比增长,0
部分产品订单减少,0
公司毛利率基本稳定,0
持续技术提升,0
锆行业景气度的持续提升,0
产业链供应链运行不畅,0
航空、航天行业景气度向好,0
提质增效专题行动,0
公司开发整理的土地上半年未实现出让,0
公司下游客户订单规模大幅增加,0
政府工程实施,0
研发投入的增加,0
推进降本增效,0
下游市场需求变化较快,0
特种水产饲料和畜禽饲料业务均保持稳健增长,0
转让全资子公司股权事项,0
上游原材料价格上涨,0
物流限制,0
煤炭、电解铝产品售价同比大幅上涨,0
行业或公司的基本面发生变化,0
公司主要客户订单量增长,0
异丙醇胺总销量稳定,0
公司产品销售数量的大幅下降,0
终端市场正常营业受到影响,0
成本管控持续优化,0
公司临时停产检修,0
改善内部管理,0
国内多个城市疫情反复爆发,0
对线下门店动销产生持续影响,0
全产业链及规模化优势,0
美国市场恢复,0
国内分级诊疗,0
生猪养殖业务亏损,0
投资永泰生物,0
加强光伏设备的市场开拓,0
国内空港装备市场需求未如期复苏,0
出入口车流量下降,0
能源、物流成本不断增加,0
当期营业收入的减少幅度较大,0
母公司扩产的产能逐步释放,0
业绩变动,0
盐板块业绩大幅增长,0
一季度公司应收款项回款较好,0
公司费用同比大幅增加,0
人员流动管控更加严格,0
软件开发及技术服务项目,0
新建磷酸铁装置产能释放,0
紧推项目建设,0
公司刀片电池切刀、精密模具裁切等业务稳步提升,0
棉花、棉纱等主要原料的上涨幅度较大,0
产业链、供应链的不稳定,0
国外销售订单较为饱满,0
国际油气价格持续高位运行,0
封控,0
公司产品的主要原材料价格居高不下,0
电力成本与价格不匹配,0
加快市场建设,0
收到仿制药质量和疗效一致性评价奖励,0
销售收入增加,0
国家科研课题项目完成结项,0
积极布局春节旺季,0
国内多地疫情散发频发,0
公司销售毛利率有所下降,0
光伏行业整体景气度高,0
发放期权增加员工费用支出,0
公司金属工具箱柜类产品毛利率有所提高,0
公司品牌知名度较高,0
可转债转股数量较少,0
公司“人社运营及大数据服务”业务也迎来了高需求增长,0
收回坏账,0
大豆油、蛋品、棕榈油、大豆蛋白等部分原材料价格上涨,0
销售毛利率同比提高,0
原材料价格上涨成本大幅增加,0
项目交付、验收主要集中在下半年尤其是第四季度,0
国际形势复杂严峻,0
公司项目的实施进度滞后,0
公司将已交货并客户签收确认部分确认为收入,0
疫情多点散发,0
国内各地疫情爆发,0
行业终端市场毛利率水平受到挤压,0
对原料采购、产品销售、成本等方面进行严格的管控,0
产品结构优化升级,0
财务费用增加,0
东北地区生猪存栏量整体下降,0
公司外销业务的营业收入及毛利额均有提升,0
盐化工市场出现利好,0
新能源汽车行业及电化学储能行业的高速发展,0
公司管理费用、销售费用及研发费用的发生在各个季度较为平均,0
建筑装饰业务订单减少,0
油气销售价格同比上升,0
持续加大广告宣传与营销活动推广力度,0
负极原材料价格大幅上涨,0
饲料价格处于高位,0
原燃料价格大幅上涨,0
国内纺织企业减产,0
设备销售,0
公司锂电池订单饱满产能增加,0
毛利率下降,0
地缘政治冲突,0
收到的政府补助规模较高,0
汇兑损益增加,0
市场供求,0
公司猪用疫苗等产品面临较大经营压力,0
天然气、电力、蒸汽等能源价格大幅上升,0
加速半导体装备的市场验证和推广,0
公司生产经营呈现良好态势,0
加快重大资产重组后明珠矿业的整合,0
在手订单的进一步增长,0
公司下游行业需求持续向好,0
风电场开工审慎,0
新厂区厂房、设备开始计提折旧,0
全球化采购,0
加大研发投入和人才储备力度,0
运输市场基本面的萎靡,0
扩建产能的逐步释放,0
互联网保险、金融业务受到强监管,0
减租免租安排,0
公司主要产品产能利用率高,0
营业收入同比大幅度增加,0
在原料采购、产品销售、成本等总体管控良好,0
提高内部管理水平,0
提高毛利,0
强化风险控制,0
鳗鲡苗种渔获量大幅下降,0
纯销增长,0
经济增长放缓,0
藏格锂业碳酸锂产品销售价格持续上涨,0
公司股价上升,0
铜、铁件等原材料价格波动剧烈,0
上海的子公司近80天无法正常进入办公场所办公,0
实施股权激励确认股份支付费用,0
刚需增加,0
完美世界：诸神之战》正式上线,0
公司财务状况良好,0
强化产品价格管控,0
毛利率结构变化,0
发行人销售规模持续扩张,0
疫情防控措施升级,0
粮油产品的终端市场销售价格未能实现同步上涨,0
提升品牌、质量、效益,0
新产能的有效释放,0
融资成本上升,0
公司强化成本管控,0
新型冠状病毒引发的肺炎疫情,0
胰岛素国家专项集采落地,0
公司不动产租赁项目集中在上海地区,0
长时间的停产,0
加大研发投入,0
钢材价格逐渐呈现下调趋势,0
在研品种研发投入同比增长,0
部分产品自动化生产线投产,0
环氧树脂、覆铜板下游市场需求不振,0
国家风电政策退坡,0
建筑工程开工不足,0
能源网络业务实现快速增长,0
处置固定资产产生的收益,0
加大片库的发行力度,0
提升公司竞争力,0
扩能提标改造,0
图书印制、发行、物流配送等业务活动无法正常开展,0
盈利能力提升,0
部分客户应收款项收回,0
确保自蒙古国矿山到国内终端用户的稳定供应,0
全球新冠肺炎疫情（以下简称“疫情”）仍处于流行态势,0
公司整体盈利能力进一步增强,0
公司主营业务软件和解决方案项目实施的正常工作量减少,0
促进产品销售,0
煤炭市场需求旺盛,0
市场需求减少,0
推出新品,0
公司对原控股股东的违规债务和解,0
加强内部管理与营销工作,0
在建项目充足,0
保持产销顺畅,0
上网电量相应增加,0
